,0,1
0,2.8834414339282337,-5.645208735912056
1,2.8448777977185604,-5.170328255821625
2,2.673059062563662,-5.181858971343907
3,2.8150465973105074,-5.003365025866367
4,2.8403955540404495,-5.64074852169109
5,3.2940727271710113,-6.042597761362475
6,2.7448708516208873,-5.213214216338632
7,2.9397019932957495,-5.487165934398731
8,2.6703867899075493,-4.748632854732366
9,2.8878946156562404,-5.226741952005644
10,3.064357389280991,-5.9709668429310945
11,2.952916672775481,-5.32466291866444
12,2.772701224265096,-5.109601438420751
13,2.33423955837811,-4.81582519088821
14,2.931831859128243,-6.5161211833561055
15,3.1974385605718236,-6.629406465266377
16,2.9511648256536915,-6.124402337219339
17,2.9193618594318984,-5.634909617427891
18,3.3737104774547286,-6.199408965837681
19,2.984719638997273,-5.814155638455888
20,3.2561805358536065,-5.730367390010449
21,3.0274297964389234,-5.737290798307653
22,2.3524630607239327,-5.438449354007803
23,3.261963100453188,-5.419826505238772
24,3.2100975989134706,-5.263309486771792
25,3.0525878964270197,-5.200451903778229
26,3.0972698196824093,-5.446116553466186
27,3.005424557257363,-5.6957835278328774
28,2.926487313816018,-5.649668950133022
29,2.930239988701652,-5.120505539451259
30,2.973285868589436,-5.124965753672226
31,3.1565674361022764,-5.750671440970552
32,2.928765740125787,-6.105476976301468
33,2.980937902161535,-6.395272531100704
34,2.8878946156562404,-5.226741952005644
35,2.69610053103373,-5.415387922963236
36,2.942739050348101,-5.9497636234164215
37,2.8878946156562404,-5.226741952005644
38,2.5778700825902345,-4.835649720360653
39,2.9759581412455485,-5.5581918702837685
40,2.797378736102769,-5.584334825507069
41,2.6975747796095937,-4.430416486113026
42,2.5642906187142644,-4.968781163688795
43,3.162320938751754,-5.492084038161929
44,3.363547966018258,-5.72205194411486
45,2.8445420752724258,-5.089003201452423
46,3.0345261888729387,-5.804003612975836
47,2.7225298899931922,-5.090381891494654
48,3.028101241331192,-5.899940907046057
49,2.8607647498544044,-5.441051356698876
50,6.8527127343502405,-5.99652718010646
51,6.4996423213964505,-5.600974734240501
52,7.030620694600751,-5.807734116144755
53,5.733968849386143,-4.485503773087931
54,6.648784372477518,-5.385286639505039
55,6.201167362492466,-4.858128533357283
56,6.66397081777099,-5.545313113606939
57,4.8017921255830585,-4.2999692426437806
58,6.606409937482003,-5.543476534022476
59,5.5482349279091405,-4.548840877569155
60,5.036661152043457,-4.063830003944101
61,6.074760119385434,-5.17406704337982
62,5.814278044562129,-4.80496508630154
63,6.5467765986160025,-5.157596592148908
64,5.386578704190712,-5.037728614814259
65,6.493553096300839,-5.778237082679924
66,6.223172601674026,-4.8996358038320595
67,5.793544064351935,-4.975290678887606
68,6.495027344876702,-4.793265645829714
69,5.599077707073312,-4.730710533233656
70,6.683303784296438,-5.153594267470174
71,5.917557077395013,-5.244487996718512
72,6.8538221985298655,-4.982184170850101
73,6.4817254795466575,-5.111629107453165
74,6.276716715444415,-5.462778094145048
75,6.464086680289024,-5.640645425130815
76,6.8930863415819115,-5.567761277715884
77,7.122465957025797,-5.558067141778065
78,6.374986925411209,-5.1171738257081385
79,5.249715796064142,-4.960405885123792
80,5.483884315682168,-4.613570019648764
81,5.3622369147991735,-4.644320282097143
82,5.6939309646006055,-4.995594729847709
